図番,品名,品名2,備考
BDH2.5X6C-M,サラ　２．５Ｘ６　クロメート,A-178-0 ROHS,
BDH2.5X6S-M,サラ　２．５Ｘ６　ＳＵＳ,A-178-1 ROHS,
BDH2.6X4C-M,サラ　２．６Ｘ４　クロメート　　　　　　　　　　間,A-178-2 ROHS,
BDH2.6X4S-M,サラ　２．６Ｘ４　ＳＵＳ　　　　　　　　　　　　間,A-178-3 ROHS,
BDH2.6X5C-1-M,サラ　２．６Ｘ５　０バンネジ　コアタマ１シュ,A-178-4 ROHS,
BDH2.6X5C-M,サラ　２．６Ｘ５　クロメート　　　　　　　　　　間,A-178-5 ROHS,
BDH2.6X5CSG-S,サラ　２．６Ｘ５　サンカ　ネジロックツキ,A-178-6 ROHS,
BDH2.6X6C-M,サラ　２．６Ｘ６　クロメート　使用禁止,A-178-7 ROHS,
BDH2.6X6CSG-S,サラ　２．６Ｘ６　サンカ　ネジロックツキ,A-183-2 ROHS,
BDH2.6X6S-M,サラ　２．６Ｘ６　ＳＵＳ　　　　　　　　　　　　間,A-185-1 ﾏｰｸﾂｷ ROHS,
BDH2.6X6U-M,サラ　２．６Ｘ６　ユニクロ,A-185-2 ﾏ-ｸﾂｷ ROHS,
BDH2X16C-M,サラ　２Ｘ１６　クロメート　　　　　　　　　　　間,A-201 ROHS,
BDH3X10C-M,サラ　３Ｘ１０　クロメート,A-202 ROHS,
BDH3X10SG-D,サラコ　３Ｘ１０　ＳＵＳ　スコッチＧ,A-203 ROHS,
BDH3X10S-M,サラ　３Ｘ１０　ＳＵＳ　　　　　　　　　　　　　間,A-204,
BDH3X10SSG-M,サラ　３Ｘ１０　ＳＵＳ　ＴＢ２４６８,A-205,
BDH3X12S-M,サラ　３Ｘ１２　ＳＵＳ　　　　　　　　　　　　　間,A-213-1 L,
BDH3X15S-M,サラ　３＊１５　ＳＵＳ,A-213-1 R,
BDH3X20S-M,サラ　３Ｘ２０　ＳＵＳ　　　　　　　　　　　　　間,A-213-2 L ROHS,
BDH3X25S-M,サラ　３Ｘ２５　ＳＵＳ,A-213-2 R ROHS,
BDH3X4C-M,サラ　３Ｘ４　クロメート,A-229,
BDH3X4S-M,サラ　３Ｘ４　ＳＵＳ　　　　　　　　　　　　　　間,A-231-2 ｼﾙﾊﾞｰ ROHS,
BDH3X5C-M,サラ　３Ｘ５　クロメート　　　　　　　　　　　　間,A-247-1 ROHS,
BDH3X5S-M,サラ　３Ｘ５　ＳＵＳ,A-250-2-1 ROHS,
BDH3X5U-M,サラ　３Ｘ５　ユニクロ,A-250-2-2 ROHS,
BDH3X6CG-D,サラ　３Ｘ６　クロメート　スコッチＧ２３５３,A-250-3-1 ROHS,
BDH3X6C-M,サラ　３Ｘ６　クロメート　　　　　　　　　　　　間,A-250-3-2 ROHS,
BDH3X6D5S-M,サラ　３Ｘ６　Ｄ５　ＳＵＳ　　　　　　　　　　　間,A-250-4-1 ROHS,
BDH3X6S-M,サラ　３Ｘ６　ＳＵＳ　　　　　　　　　　　　　　間,A-250-4-2 ROHS,
BDH3X6U-M,サラ　３Ｘ６　ユニクロ,A-254-1 ROHS,
BDH3X7C-M,サラ　３Ｘ７　クロメート　　　　　　　　　　　　間,A-290-1 ROHS,
BDH3X7U-M,サラ　３Ｘ７　ユニクロ,A-290-2 ROHS,
BDH3X8C-M,サラ　３Ｘ８　クロメート　　　　　　　　　　　　間,A-310-3 ROHS,
BDH3X8S-M,サラ　３Ｘ８　ＳＵＳ　　　　　　　　　　　　　　間,A-310-3 ﾊﾝﾄﾞﾙ ROHS,
BDH3X8U-M,サラ　３Ｘ８　ユニクロ,A-314-1 ROHS,
BDH4X10C-M,サラ　４Ｘ１０　クロメート,A-314-1 H ROHS,
BDH4X10D6C-M,サラ　４Ｘ１０　Ｄ６　コアタマ　クロメート,A-314-2 ROHS,
BDH4X10D6S-M,サラ　４Ｘ１０　Ｄ６　コアタマ　ＳＵＳ　　　　　間,A-314-2 H ROHS,
BDH4X10SG-D,サラコ　４Ｘ１０　ＳＵＳ　スコッチＧ,A-316-2 ROHS,
BDH4X10S-M,サラ　４Ｘ１０　ＳＵＳ　　　　　　　　　　　　　間,A-316-2 H ROHS,
BDH4X12C-M,サラ　４Ｘ１２　クロメート,A-316-3 ROHS,
BDH4X12D6C-M,サラ　４Ｘ１２　Ｄ６　コアタマ　クロメート　　　間,A-316-3 H ROHS,
BDH4X12D6SG-M,サラ　４Ｘ１２　Ｄ６コアタマＳＵＳ　ＴＢ２４３０間,A-400,
BDH4X12D6S-M,サラ　４Ｘ１２　Ｄ６　コアタマ　ＳＵＳ　　　　　間,A-403 ROHS,
BDH4X12D6U-M,サラ　４Ｘ１２　Ｄ６　コアタマ　ユニクロ,A-430 CR ROHS,
BDH4X12S-M,サラ　４Ｘ１２　ＳＵＳ　　　　　　　　　　　　　間,A-910-1-1 ROHS,
BDH4X12SSG-M,サラ　４＊１２　ＳＵＳ　ＴＢ２４４８,A-910-1-2 ROHS,
BDH4X14D6S-M,サラ　４Ｘ１４　Ｄ６　コアタマ　ＳＵＳ　　　　　間,A-910-2-1 ROHS,
BDH4X14S-M,サラ　４Ｘ１４　ＳＵＳ　　　　　　　　　　　　　間,A-910-2-2 ROHS,
BDH4X15D6C-M,サラ　４Ｘ１５　Ｄ６　クロメート,A-250-1 ROHS,
BDH4X15D6S-M,サラ　４Ｘ１５　Ｄ６　コアタマ　ＳＵＳ　　　　　間,A-250-2 ROHS,
BDH4X15S-M,サラ　４＊１５　ＳＵＳ,A-261-2-2,
BDH4X16S-M,サラ　４Ｘ１６　ＳＵＳ,A-261-3-2,
BDH4X18S-M,サラ　４Ｘ１８　ＳＵＳ　　　　　　　　　　　　　間,A-241-1,
BDH4X20D6S-M,サラ　４Ｘ２０　Ｄ６　コアタマ　ＳＵＳ,A-241-2 ROHS,
BDH4X20S-M,サラ　４Ｘ２０　ＳＵＳ,A-241-3,
BDH4X25D6S-M,サラ　４Ｘ２５　Ｄ６　コアタマ　ＳＵＳ,A-314-3 ROHS,
BDH4X25S-M,サラ　４Ｘ２５　ＳＵＳ,A-314-3 H ROHS,
BDH4X30S-M,サラ　４Ｘ３０　ＳＵＳ,A-430-1 5Y7/1,
BDH4X35S-M,サラ　４Ｘ３５　ＳＵＳ,A-316-4 ROHS,
BDH4X4D6S-M,サラ　４Ｘ４　Ｄ６　コアタマ　ＳＵＳ　　　　　　間,A-316-4 H ROHS,
BDH4X5D6S-M,サラ　４Ｘ５　Ｄ６　コアタマ　ＳＵＳ使用禁止,A-87-3 ROHS,
BDH4X5D6S-S,サラ　４Ｘ５　Ｄ６　ＳＵＳ　　　　　　　　　　　間,A-146-3 ROHS,
BDH4X5S-M,サラ　４Ｘ５　ＳＵＳ　　　　　　　　　　　　　　間,A-151-A-1-1 ROHS,
BDH4X6D6C-M,サラ　４Ｘ６　Ｄ６　コアタマ　クロメート　　　　間,A-151-A-1-2 ROHS,
BDH4X6D6S-M,サラ　４Ｘ６　Ｄ６　コアタマ　ＳＵＳ使用禁止,A-151-A-2-1 ROHS,
BDH4X6D6S-S,サラ　４Ｘ６　Ｄ６　ＳＵＳ　　　　　　　　　　　間,A-151-A-2-2,
BDH4X6D6SSG-M,サラ　４Ｘ６　Ｄ６　ＳＵＳ　ＴＢ２４４８,A-425,
BDH4X6D6U-M,サラ　４Ｘ６　Ｄ６　コアタマ　ユニクロ,A-480-A-1 ｸﾛ ﾄﾒｶﾞﾈﾂｷ ROHS,
BDH4X6S-M,サラ　４Ｘ６　ＳＵＳ　　　　　　　　　　　　　　間,A-69-1N ROHS,
BDH4X8C-M,サラ　４Ｘ８　クロメート　　　　　　　　　　　　間,A-95 ROHS,
BDH4X8D6C-M,サラ　４Ｘ８　Ｄ６　コアタマ　クロメート,A-154-C-R ROHS,
BDH4X8D6SG-M,サラ　４Ｘ８　Ｄ６コアタマ　ＳＵＳ　ＴＢ２４４８,A-33-1-1 ROHS,
BDH4X8D6S-M,サラ　４Ｘ８　Ｄ６　コアタマ　ＳＵＳ　　　　　　間,A-33-1-2 ROHS,
BDH4X8D6U-M,サラ　４Ｘ８　Ｄ６　コアタマ　ユニクロ,A-33-2-1 ROHS,
BDH4X8ECSG-D,サラコ　４Ｘ８　Ｅリング　ミゾツキ　Ｃ　ＳＧ,A-33-2-2 ROHS,
BDH4X8SG-M,サラ　４Ｘ８　ＳＵＳ　ＴＢ２４４８ネジロック,A-33-3-1 ROHS,
BDH4X8S-M,サラ　４Ｘ８　ＳＵＳ　　　　　　　　　　　　　　間,A-33-3-2 ROHS,
BDH4X8U-M,サラ　４Ｘ８　ユニクロ,AP-140-0-1 5Y ROHS,
BDH5X100S-M,サラ　５Ｘ１００　ＳＵＳ,AP-140-0-2 5Y ROHS,
BDH5X10C-M,サラ　５Ｘ１０　六価　　　　　　　　　　　　間,AP-140-1-1 5Y ROHS,
BDH5X10C-S,サラ　５Ｘ１０　サンカ　　　　　　　　　　　　　間,AP-140-1-2 5Y ROHS,
BDH5X10D8C-M,サラ　５Ｘ１０　Ｄ８　コアタマ　クロメート　　　間,AP-140-2-1 5Y ROHS,
BDH5X10D8SG-D,サラコ　５Ｘ１０　Ｄ８　ＳＵＳ　スコッチＧ,AP-140-2-2 5Y ROHS,
BDH5X10D8S-M,サラ　５Ｘ１０　Ｄ８　コアタマ　ＳＵＳ　　　　　間,A-154-B ROHS,
BDH5X10SG-D,サラ　５Ｘ１０　ＳＵＳ　スコッチツキ,A-42-J-1 ROHS,
BDH5X10S-M,サラ　５Ｘ１０　ＳＵＳ　使用禁止,A-42-J-2 ROHS,
BDH5X10S-S,サラ　５Ｘ１０　ＳＵＳ　　　　　　　　　　　　　間,A-42-J-3 ROHS,
BDH5X10SSG-M,サラ　５Ｘ１０　ＳＵＳ　ネジロックツキ,A-42-J-15 ROHS,
BDH5X10U-M,サラ　５Ｘ１０　ユニクロ,A-42-J-4 ACTV ROHS,
BDH5X110S-M,サラ　５Ｘ１１０　ＳＵＳ,A-42-J-5 ROHS,
BDH5X120S-M,サラ　５Ｘ１２０　ＳＵＳ,A-42-J-6 ACTV ROHS,
BDH5X12D8S-M,サラ　５Ｘ１２　Ｄ８　コアタマ　ＳＵＳ　　　　　間,A-42-J-7 ACTV ROHS,
BDH5X12SG-D,サラコ　５Ｘ１２　ＳＵＳ　スコッチＧ,A-151-B-1-1,
BDH5X12S-M,サラ　５Ｘ１２　ＳＵＳ,A-480-A-2 ｸﾛ ﾄﾒｶﾞﾈﾂｷ ROHS,
BDH5X12SSG-M,サラ　５Ｘ１２　ＳＵＳ　ネジロック,A-480-A-3 ｸﾛ ﾄﾒｶﾞﾈﾂｷ ROHS,
BDH5X14S-M,サラ　５Ｘ１４　ＳＵＳ　　　　　　　　　　　　　間,A-480-B-1 ｸﾛ ﾄﾒｶﾞﾈﾂｷ ROHS,
BDH5X15C-M,サラ　５Ｘ１５　クロメート,A-480-B-2 ｸﾛ ﾄﾒｶﾞﾈﾂｷ ROHS,
BDH5X15S-M,サラ　５Ｘ１５　ＳＵＳ　　　　　　　　　　　　　間,A-480-B-3 ｸﾛ ﾄﾒｶﾞﾈﾂｷ ROHS,
BDH5X16C-M,サラ　５Ｘ１６　クロメート,A-69-2N ROHS,
BDH5X18S-M,サラ　５Ｘ１８　ＳＵＳ　使用禁止,A-69-3 ROHS,
BDH5X18S-S,サラ　５Ｘ１８　ＳＵＳ　　　　　　　　　　　　　間,A-151-B-2-1,
BDH5X20S-M,サラ　５Ｘ２０　ＳＵＳ,A-154-A ROHS,
BDH5X25S-M,サラ　５Ｘ２５　ＳＵＳ　使用禁止,A-303-1 ROHS,
BDH5X25S-S,サラ　５Ｘ２５　ＳＵＳ　　　　　　　　　　　　　間,A-172-1 L ROHS,
BDH5X30S-M,サラ　５Ｘ３０　ＳＵＳ,A-140-W-1-1 ROHS,
BDH5X35C-M,サラ　５Ｘ３５　クロメート,A-488-4 ﾄﾒｶﾞﾈﾂｷ ROHS,
BDH5X35S-M,サラ　５Ｘ３５　ＳＵＳ,A-488-5 ﾄﾒｶﾞﾈﾂｷ ROHS,
BDH5X35S-S,サラ　５Ｘ３５　ＳＵＳ,A-490-1N ﾄﾒｶﾞﾈﾂｷ ROHS,
BDH5X40S-M,サラ　５Ｘ４０　ＳＵＳ,A-490-2N ﾄﾒｶﾞﾈﾂｷ ROHS,
BDH5X50S-M,サラ　５Ｘ５０　ＳＵＳ,A-490-3N ﾄﾒｶﾞﾈﾂｷ ROHS,
BDH5X55S-M,サラ　５Ｘ５５　ＳＵＳ　　　　　　　　　　　　　間,A-183-1 ROHS,
BDH5X60S-M,サラ　５Ｘ６０　ＳＵＳ　　　　　　　　　　　　　間,A-218-1 ROHS,
BDH5X65S-M,サラ　５Ｘ６５　ＳＵＳ　　　　　　　　　　　　　間,A-218-2 ROHS,
BDH5X70S-M,サラ　５Ｘ７０　ＳＵＳ　使用禁止,A-218-3 ROHS,
BDH5X70S-S,サラ　５Ｘ７０　ＳＵＳ　　　　　　　　　　　　　間,A-488-S-1 ﾄﾒｶﾞﾈﾂｷ ROHS,
BDH5X75S-M,サラ　５Ｘ７５　ＳＵＳ　　　　　　　　　　　　　間,A-161-1,
BDH5X80S-M,サラ　５Ｘ８０　ＳＵＳ　　　　　　　　　　　　　間,A-161-2 ROHS,
BDH5X8C-M,サラ　５Ｘ８　クロメート,A-161-3 ROHS,
BDH5X8D8C-M,サラ　５Ｘ８　Ｄ８　コアタマ　クロメート,A-480-A-1 5Y ﾄﾒｶﾞﾈﾂｷ ROHS,
BDH5X8D8SG-D,サラコ　５Ｘ８　Ｄ８　ＳＵＳ　スコッチＧ,A-480-A-2 5Y ﾄﾒｶﾞﾈﾂｷ ROHS,
BDH5X8D8S-M,サラ　５Ｘ８　Ｄ８　コアタマ　ＳＵＳ,A-480-A-3 5Y ﾄﾒｶﾞﾈﾂｷ ROHS,
BDH5X8D8SSG-M,サラ　５Ｘ８　Ｄ８　ＳＵＳ　ネジロックツキ,A-480-B-1 5Y ﾄﾒｶﾞﾈﾂｷ ROHS,
BDH5X8D8U-M,サラ　５Ｘ８　Ｄ８　コアタマ　ユニクロ,A-480-B-2 5Y ﾄﾒｶﾞﾈﾂｷ ROHS,
BDH5X8SG-M,サラ　５Ｘ８　ＳＵＳ　ＴＢ２４４０,A-480-B-3 5Y ﾄﾒｶﾞﾈﾂｷ ROHS,
BDH5X8S-M,サラ　５Ｘ８　ＳＵＳ　　　　　　　　　　　　　　間,A-490-1N 5Y ﾄﾒｶﾞﾈﾂｷ ROHS,
BDH5X8U-M,サラ　５Ｘ８　ユニクロ,A-490-2N 5Y ﾄﾒｶﾞﾈﾂｷ ROHS,
BDH6X14D10S-M,サラ　６Ｘ１４　Ｄ１０　ＳＵＳ　使用禁止,A-490-3N 5Y ﾄﾒｶﾞﾈﾂｷ ROHS,
BDH6X14D10S-S,サラ　６Ｘ１４　Ｄ１０　ＳＵＳ　　　　　　　　　間,A-154-C-L ROHS,
BDH6X16S-M,サラ　６Ｘ１６　ＳＵＳ　　　　　　　　　　　　　間,A-140-W-1-2 ROHS,
BDH6X20S-M,サラ　６Ｘ２０　ＳＵＳ　　　　　　　　　　　　　間,A-140-W-2-1 ROHS,
BDH6X30S-M,サラ　６Ｘ３０　ＳＵＳ,A-140-W-2-2 ROHS,
BDH8X16S-M,サラ　８Ｘ１６　ＳＵＳ　使用禁止,A-140-W-3-1 ROHS,
BDH8X16S-S,サラ　８Ｘ１６　ＳＵＳ　　　　　　　　　　　　　間,A-140-W-3-2 ROHS,
BDHB04X25S-M,サラ　Ｂ０　４Ｘ２５　ＳＵＳ,A-485-3-1 ROHS,
BDHB04X8D6S-M,サラ　Ｂ０　４Ｘ８　Ｄ６　コアタマ　ＳＵＳ,A-485-4-1 ROHS,
BDHB05X14C-M,サラ　Ｂ０　５Ｘ１４　サンカ,A-485-5-1 ROHS,
BDHB13X8S-M,サラ　Ｂ１　３Ｘ８　ＳＵＳ,A-485-6-2 ROHS,
BDHB15X10C-M,サラ　Ｂ１　５Ｘ１０　クロメート,A-160-A-2-2 ACTV ROHS,
BDHB15X10U-M,サラ　Ｂ１　５Ｘ１０　ユニクロ,A-160-A-3-2 ACTV ROHS,
BDHB15X12C-M,サラ　Ｂ１　５Ｘ１２　クロメート　　　　　　　　間,A-221-1 ROHS,
BDHC04X10D6S-M,サラ　Ｃ０　４Ｘ１０　Ｄ６　コアタマ　ＳＵＳ,A-221-2 ROHS,
BG6511-0050,Ｌ０４　シャフトホルダー　Ｒ－Ｒ,A-221-3 ROHS,
BG6512-0050,Ｌ０４　シャフトホルダー　Ｒ－Ｌ,A-240-B-1-1,
BGA051-0010,Ｅ６６　Ｂ　ＲＨ,A-240-B-2-1 ROHS,
BGA051-0090,Ｅ６６　Ｓ／Ｈ　Ｌ－Ｒ,A-240-A-2-2 ACTV ROHS,
BGA051-L010,Ｅ６６　Ｂ　ＲＨ　ユシュツ,A-240-B-3-1,
BGA051-L090,Ｅ６６　Ｓ／Ｈ　Ｌ－Ｒ　ユシュツ,A-240-A-3-2 ACTV ROHS,
BGA052-0010,Ｅ６６　Ｂ　ＬＨ,A-250-B-1-1 ROHS,
BGA052-0090,Ｅ６６　Ｓ／Ｈ　Ｌ－Ｌ,A-250-B-2-1 ROHS,
BGA052-L010,Ｅ６６　Ｂ　ＬＨ　ユシュツ,A-250-B-2-2 ROHS,
BGA052-L090,Ｅ６６　Ｓ／Ｈ　Ｌ－Ｌ　ユシュツ,A-250-B-3-1新AB止め金付,
BGA201-0030,Ｌ１５　Ｓ／Ｈ　Ｌ－Ｒ,A-250-B-3-2 ROHS,
BGA201-0R30,Ｌ１５　Ｓ／Ｈ　Ｌ－Ｒ,A-260-B-1-1,
BGA202-0030,Ｌ１５　Ｓ／Ｈ　Ｌ－Ｌ,A-260-B-2-1,
BGA202-0R30,Ｌ１５　Ｓ／Ｈ　Ｌ－Ｌ,A-260-B-2-2 ROHS,
BGD151-0050,Ｃ２０　Ｓ／Ｈ　Ｌ－Ｒ　　　　　　　　　ＸＸ,A-260-B-3-1,
BGD152-0050,Ｃ２０　Ｓ／Ｈ　Ｌ－Ｌ　　　　　　　　　ＸＸ,A-260-B-3-2 ROHS,
BH9151-0030,Ｌ１５　Ｓ／Ｈ　Ｒ－Ｒ,A-481-3-1,
BH9151-0R30,Ｌ１５　Ｓ／Ｈ　Ｒ－Ｒ,A-481-4-1,
BH9152-0030,Ｌ１５　Ｓ／Ｈ　Ｒ－Ｌ,A-481-5-1,
BH9152-0R30,Ｌ１５　Ｓ／Ｈ　Ｒ－Ｌ,A-481-6-1,
BHL10-32DNS-D,ヘリサートＬＵ　＃１０－３２　１．５ＤＮＳ　　　間,A-484-B-3 ﾄﾒｶﾞﾈﾂｷ ROHS,
BHL10-32DNS-M,ヘリサートＥサートＬＵ＃１０－３２　１．５ＤＮＳ間,A-494-1 ﾄﾒｶﾞﾈﾂｷ ROHS,
BHL8-32DNS-D,ヘリサートＬＵ　＃８－３２　１．５ＤＮＳ　　　　間,A-494-2-1 ﾄﾒｶﾞﾈﾂｷ ROHS,
BIT-A7-2.0-RO,ビットロックローター　Ａ７　２．０,A-495-2 ﾄﾒｶﾞﾈﾂｷ ROHS,RO
BIT-A7-3.5-RO,ビットロックローター　Ａ７　３．５,A-496-2 ﾄﾒｶﾞﾈﾂｷ ROHS,RO
BIT-A7-M4-RO,ビットロックローター　Ａ７　Ｍ４,A-497-2 ﾄﾒｶﾞﾈﾂｷ ROHS,RO
BIT-A8-2.0-RO,ビットロックローター　Ａ８　２．０,A-309-1S-1 ROHS,RO
BIT-A8-3.5-RO,ビットロックローター　Ａ８　３．５,A-309-1D-1 ROHS,RO
BIT-A8-M4-RO,ビットロックローター　Ａ８　Ｍ４,A-884-A-1,RO
BIT-AB78-180HG,ビットロックハウジング　１８０゜,AP-151R-1-1 ROHS,
BIT-AB78-60HG,ビットロックハウジング　６０゜,AP-151R-1-2 ROHS,
BIT-B7-2.0-RO,ビットロックローター　Ｂ７　２．０,AP-151R-2-1 ROHS,RO
BIT-B7-3.5-RO,ビットロックローター　Ｂ７　３．５,AP-151R-2-2 ROHS,RO
BIT-B7-M4-RO,ビットロックローター　Ｂ７　Ｍ４,AP-151R-A-1-1 ROHS,RO
BIT-B8-2.0-RO,ビットロックローター　Ｂ８　２．０,AP-151R-A-1-2 ROHS,RO
BIT-B8-3.5-RO,ビットロックローター　Ｂ８　３．５,AP-151R-A-2-1 ROHS,RO
BIT-B8-M4-RO,ビットロックローター　Ｂ８　Ｍ４,AP-151R-A-2-2 ROHS,RO
BIT-C3-0-RO,ビットロックローター　Ｃ３　０,AC-100-A-1 ROHS,RO
BIT-C3-2-RO,ビットロックローター　Ｃ３　２,AC-100-E ROHS,RO
BIT-C3-3.5,ＢＩＴ－Ｃ－３－３．５　ローター,A-111 ROHS,
BIT-C3-3.5-RO,ビットロックローター　Ｃ３　３．５,A-151R-1-1 ROHS,RO
BJK8-1C-D,ジョウマエコテイヨウ　ネジＭ８－１．０クロメート,A-151R-1-2 ROHS,
BL001-98018-A,ボデー,A-151R-2-1 ROHS,
BL010-85619-B,リフレクター,A-151R-2-2 ROHS,
BL010-9781A-A,９７８１　リフレクター,A-151R-A-1-1 ROHS,
BL010-9782A-A,９７８２　リフレクター,A-151R-A-1-2 ROHS,
BL010-9791A-A,９７９１　リフレクター,A-151R-A-2-1 ROHS,
BL010-9794A-A,リフレクター,A-151R-A-2-2 ROHS,
BL010-9801A-A,リフレクター,A-160-A-1-1 ROHS,
BL015-8771A-A,リフレクター　ＬＨ,A-160-A-2-1 ACTV ROHS,
BL015-9711A-D,リフレクター,A-160-A-3-1 ACTV ROHS,
BL015-9754A-A,リフレクター,A-160-B-1-1,
BL015-9756A-A,リフレクター,A-160-B-2-1,
BL015-9771-A-A,９７７１　リフレクター（クリアー）,A-160-B-3-1,
BL015-9771-Y-A,９７７１　リフレクター（ブルーコート）,A-240-A-1-1 ROHS,
BL015-9821A-A,リフレクター,A-240-A-2-1 ACTV ROHS,
BL015-9821Y-A,リフレクター,A-240-A-3-1 ACTV ROHS,
BL015-9821Y-B,リフレクター（ブルーコート）,A-261-2-1,
BL015-9831A-A,リフレクター,A-261-3-1,
BL015-9831Y-A,リフレクター（ブルーイロ）,A-412-A Z00288,
BL015-9901A,リフレクター,A-412-B Z00288,
BL016-8771A-A,リフレクター　ＲＨ,A-530-1-1L ROHS,
BL050-98018-A,ソケット,A-845-1 ROHS,
BM2-8206112,サポートＡ,A-845-2 ROHS,
BM2-8206113,サポートＢ,A-884-A-2,
BPH2.3X10P3S-M,ナベ　２．３Ｘ１０　Ｐ３　ＳＵＳ　バラ,A-884-B-1,
BPH2.3X10S-M,ナベ　２．３Ｘ１０　ＳＵＳ,A-884-B-2,
BPH2.3X14C-M,ナベ　２．３Ｘ１４　クロメート,A-884-C-1,
BPH2.3X20CN-M,ナベ　２．３Ｘ２０　オウドウ　ＮＩ,A-884-C-2,
BPH2.3X22S-M,ナベ　２．３Ｘ２２　ＳＵＳ　　　　　　　　　　間,A-884-D-1,
BPH2.3X25CN-M,ナベ　２．３Ｘ２５　オウドウ　ＮＩ,A-884-D-2,
BPH2.3X4C-M,ナベ　２．３Ｘ４　クロメート　　　　　　　　　間,A-130-1-1 R200#200ｷ- ROHS,
BPH2.3X8C-M,ナベ　２．３Ｘ８　クロメート　　　　　　　　　間,A-130-1-2 ROHS,
BPH2.3X8S-M,ナベ　２．３Ｘ８　ＳＵＳ,A-130-2-1 R200#200ｷ- ROHS,
BPH2.6X4SG-S,ナベ　２．６Ｘ４　ＳＵＳ　スコッチＧ２４５１Ｊ,A-130-2-2 ROHS,
BPH2.6X4S-M,ナベ　２．６Ｘ４　ＳＵＳ　　　　　　　　　　　間,A-130-3-1 R200#200ｷｰ,
BPH2.6X6S-M,ナベ　２．６Ｘ６　ＳＵＳ　　　　　　　　　　　間,A-130-3-2 ROHS,
BPH2X4S-M,ナベ　２Ｘ４　ＳＵＳ,A-130-S-1-1 R200#200ｷｰ,
BPH2X5C-M,ナベ　２Ｘ５　クロメート　　　　　　　　　　　間,A-130-S-2-1 R200#200ｷ-,
BPH2X8C-M,ナベ　２Ｘ８　クロメート　　　　　　　　　　　間,A-130-S-3-1 R200#200ｷ-,
BPH3X10C-M,ナベ　３Ｘ１０　クロメート,A-960-1 ROHS,
BPH3X12S-M,ナベ　３Ｘ１２　ＳＵＳ,A-960-2 ROHS,
BPH3X15P3S-M,ナベ　３Ｘ１５　Ｐ３　ＳＵＳ　使用禁止,A-960-3 ROHS,
BPH3X15P4S-M,ナベ　３Ｘ１５　Ｐ４　ＳＵＳ　　　　　　　　　間,A-160-A-1-2 ROHS,
BPH3X15SG-D,ナベ　３Ｘ１５　ＳＵＳ　スコッチＧ２３５３,A-181-1-1,
BPH3X15S-M,ナベ　３Ｘ１５　ＳＵＳ,A-181-2-1,
BPH3X3P2S-M,ナベ　３Ｘ３　Ｐ２　ＳＵＳ,A-181-3-1,
BPH3X4P2S-M,ナベ　３Ｘ４　Ｐ２　ＳＵＳ　　　　　　　　　　間,A-240-A-1-2 ROHS,
BPH3X4S-M,ナベ　３Ｘ４　ＳＵＳ,A-265-2-1 ROHS,
BPH3X5C-M,ナベ　３Ｘ５　クロメート　　　　　　　　　　　間,A-265-2-2 ROHS,
BPH3X5P2C-M,ナベ　３Ｘ５　Ｐ２　クロメート,A-265-3-1 ROHS,
BPH3X5P3C-M,ナベ　３Ｘ５　Ｐ３　クロメート　　　　　　　　間,A-265-3-2 ROHS,
BPH3X6BS-?,ナベ　３Ｘ６　ＢＳ　　　　　　　　　　　　　　間,A-309-1S-2 ROHS,
BPH3X6C-M,ナベ　３Ｘ６　クロメート　　　　　　　　　　　間,A-309-1D-2 ROHS,
BPH3X6I1S-M,ナベ　３Ｘ６　Ｉ１　ＳＵＳ（ＩＳＯ－ＷＳ）,A-309-2S-1 ROHS,
BPH3X6N-M,ナベ　３Ｘ６　ニッケル　　　　　　　　　　　　間,A-309-2S-2 ROHS,
BPH3X6P1S-M,ナベ　３Ｘ６　Ｐ１　ＳＵＳ　　　　　　　　　　間,A-309-2D-1 ROHS,
BPH3X6P1SSG-M,ナベ　３Ｘ６　Ｐ１　ＳＵＳ　ＴＢ－２４４８,A-309-2D-2 ROHS,
BPH3X6P2C-M,ナベ　３Ｘ６　Ｐ２　クロメート,A-133-1 ROHS,
BPH3X6P2S-M,ナベ　３Ｘ６　Ｐ２　ＳＵＳ　　　　　　　　　　間,A-204-3-1 ROHS,
BPH3X6P2U-M,ナベ　３Ｘ６　Ｐ２　ユニクロ,A-204-3-2 ROHS,
BPH3X6P3C-M,ナベ　３Ｘ６　Ｐ３　クロメート,A-205-3-1 ROHS,
BPH3X6P3S-M,ナベ　３Ｘ６　Ｐ３　ＳＵＳ　　　　　　　　　　間,A-205-3-2 ROHS,
BPH3X6S-M,ナベ　３Ｘ６　ＳＵＳ　　　　　　　　　　　　　間,A-475-C-2-1 ﾃｲﾀｲﾋﾝ,
BPH3X8C-M,ナベ　３Ｘ８　クロメート　ネジロックツキ,A-475-A-2-2 ROHS,
BPH3X8P2C-M,ナベ　３Ｘ８　Ｐ２　クロメート,A-475-C-3-1 ﾃｲﾀｲﾋﾝ,
BPH3X8P2S-M,ナベ　３Ｘ８　Ｐ２　ＳＵＳ,A-475-A-3-2 ROHS,
BPH3X8P3C-M,ナベ　３Ｘ８　Ｐ３　クロメート　　　　　　　　間,AC-25-E-1 ROHS,
BPH3X8S-M,ナベ　３Ｘ８　ＳＵＳ,AC-25-E-2 ROHS,
BPH4X10C-M,ナベ　４Ｘ１０　クロメート　　　　　　　　　　間,A-151-B-1-2,
